,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,price,has_availability,instant_bookable
3821,Lovely,2020-12-29,"Málaga, Spain",within an hour,100%,100%,f,Argüelles,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$111.00,t,t
3822,Aras,2015-06-23,Spain,within a day,71%,36%,f,Argüelles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Puerto de la Torre,Private room in home,Private room,$46.00,t,f
3823,Rafael,2014-06-05,"Málaga, Spain",within an hour,97%,82%,f,Argüelles,"['email', 'phone']",t,t,"Málaga, Andalusia, Spain",Teatinos-Universidad,Private room in rental unit,Private room,$23.00,t,f
3824,María José,2016-02-14,"Málaga, Spain",within an hour,100%,100%,f,Argüelles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Churriana,Private room in guest suite,Private room,$104.00,t,f
3825,Carmen,2019-05-07,"Málaga, Spain",within an hour,100%,100%,t,Argüelles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$100.00,t,f
3826,Christan,2017-03-26,"Málaga, Spain",within an hour,100%,100%,t,Argüelles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$123.00,t,t
3827,Manuel,2022-03-11,"Málaga, Spain",within a day,60%,53%,f,Argüelles,['phone'],f,t,"Málaga, Andalucía, Spain",Teatinos-Universidad,Entire rental unit,Entire home/apt,$94.00,t,f
3828,Neil,2017-07-06,"Málaga, Spain",within an hour,100%,94%,t,Argüelles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire villa,Entire home/apt,$184.00,t,f
3829,Steffen,2017-04-18,"Andalusia, Spain",within an hour,100%,100%,t,Argüelles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$238.00,t,t
3830,Sharing,2021-04-15,"Andalusia, Spain",within an hour,98%,100%,f,Argüelles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$127.00,t,t
3831,Carolina,2014-12-05,"Málaga, Spain",within a few hours,99%,100%,f,Argüelles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Private room in rental unit,Private room,$33.00,t,f
3832,Alba,2024-01-08,"Málaga, Spain",within an hour,100%,100%,f,Argüelles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$167.00,t,t
3833,Anabelia,2016-02-22,"Málaga, Spain",within a few hours,100%,0%,f,Argüelles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Bailen-Miraflores,Private room in rental unit,Private room,$28.00,t,f
3834,Anabelia,2016-02-22,"Málaga, Spain",within a few hours,100%,0%,f,Argüelles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Bailen-Miraflores,Private room in rental unit,Private room,$26.00,t,f
3835,Lovely,2020-12-29,"Málaga, Spain",within an hour,100%,100%,f,Argüelles,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$203.00,t,t
3836,Anabelia,2016-02-22,"Málaga, Spain",within a few hours,100%,0%,f,Argüelles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Bailen-Miraflores,Private room in rental unit,Private room,$39.00,t,f
3837,Salles Málaga Centro,2019-07-08,"Málaga, Spain",within an hour,67%,100%,f,Argüelles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Room in boutique hotel,Private room,$202.00,t,t
3838,Ricardo,2015-10-08,"Málaga, Spain",within an hour,100%,99%,f,Argüelles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$103.00,t,t
3839,Sharing,2021-04-15,"Málaga, Spain",within an hour,98%,100%,f,Argüelles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$53.00,t,t
3840,Johan Paul,2022-08-22,"Málaga, Spain",within an hour,100%,100%,t,Argüelles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$103.00,t,t
3841,Gregorio Alberto,2021-11-21,"Málaga, Spain",within an hour,100%,97%,t,Argüelles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$217.00,t,t
3842,Maria Isabel,2016-11-21,"Málaga, Spain",within an hour,100%,100%,f,Argüelles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Churriana,Entire loft,Entire home/apt,$114.00,t,t
3843,I Loft Malaga,2016-06-27,"Málaga, Spain",within an hour,100%,100%,f,Argüelles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$219.00,t,t
3844,Felipe,2014-06-25,"Málaga, Spain",within a few hours,100%,100%,t,Argüelles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire condo,Entire home/apt,$139.00,t,f
3845,Guido,2018-09-02,"Amsterdam, Netherlands",within an hour,100%,100%,t,Argüelles,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Churriana,Entire home,Entire home/apt,$291.00,t,f
3846,Javier,2016-02-02,"Málaga, Spain",within an hour,100%,100%,t,Argüelles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$119.00,t,t
3847,Lovely,2020-12-29,"Málaga, Spain",within an hour,100%,100%,f,Argüelles,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$137.00,t,t
3848,Lovely,2020-12-29,"Málaga, Spain",within an hour,100%,100%,f,Argüelles,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$196.00,t,t
3849,Antonio,2017-10-21,"Málaga, Spain",within a day,100%,80%,f,Argüelles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Teatinos-Universidad,Entire home,Entire home/apt,$108.00,t,f
3850,Antonio,2019-12-15,"Málaga, Spain",within an hour,100%,95%,t,Argüelles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Churriana,Entire villa,Entire home/apt,$385.00,t,f
3851,Jessica Del Carmen,2018-10-15,"Málaga, Spain",within a few hours,75%,39%,f,Argüelles,"['email', 'phone']",t,f,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$82.00,t,f
3852,Katerina,2016-05-29,"Andalusia, Spain",within an hour,100%,100%,t,Argüelles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$209.00,t,t
3853,Holidu,2023-10-31,"Madrid, Spain",within an hour,100%,100%,f,Argüelles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Campanillas,Entire home,Entire home/apt,$105.00,t,t
3854,Holidu,2022-12-19,"Madrid, Spain",within an hour,100%,100%,f,Urbanización la Almedia,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$82.00,t,t
3855,Melu,2015-10-02,"Málaga, Spain",within an hour,100%,100%,f,Urbanización la Almedia,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$56.00,t,t
3856,Dani,2014-07-18,"Málaga, Spain",within an hour,100%,100%,f,Urbanización la Almedia,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Teatinos-Universidad,Entire rental unit,Entire home/apt,$129.00,t,f
3857,Carolina,2015-09-11,"Madrid, Spain",within an hour,100%,100%,t,Urbanización la Almedia,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Este,Entire home,Entire home/apt,$600.00,t,t
3858,Holidaysforu,2019-09-28,"Málaga, Spain",within an hour,97%,100%,f,Urbanizacion Añoreta,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Palma-Palmilla,Entire condo,Entire home/apt,$135.00,t,t
3859,Rafaela,2018-09-04,"Málaga, Spain",within an hour,100%,100%,f,Urbanizacion Añoreta,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire condo,Entire home/apt,$51.00,t,f
3860,Suite Homes,2014-12-22,"Málaga, Spain",within an hour,100%,100%,f,Urbanizacion Añoreta,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Churriana,Entire rental unit,Entire home/apt,$81.00,t,t
3861,Suite Homes,2014-12-22,"Málaga, Spain",within an hour,100%,100%,f,Urbanizacion Añoreta,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Churriana,Entire rental unit,Entire home/apt,$81.00,t,t
3862,Francisca Maria,2024-05-01,"Málaga, Spain",within a few hours,100%,100%,f,Urbanizacion Añoreta,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$117.00,t,f
3863,FreshApartments,2018-09-10,"Málaga, Spain",within an hour,94%,100%,f,Urbanizacion Añoreta,"['email', 'phone']",t,f,"Málaga, Andalucía, Spain",Centro,Entire serviced apartment,Entire home/apt,$223.00,t,t
3864,Sharing,2021-04-15,"Málaga, Spain",within an hour,98%,100%,f,Urbanizacion Añoreta,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$108.00,t,t
3865,Jose Antoniop,2016-02-24,"Málaga, Spain",within an hour,100%,100%,t,Urbanizacion Añoreta,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire loft,Entire home/apt,$72.00,t,f
3866,FreshApartments,2018-09-10,"Málaga, Spain",within an hour,94%,100%,f,Urbanizacion Añoreta,"['email', 'phone']",t,f,"Málaga, Andalucía, Spain",Centro,Entire serviced apartment,Entire home/apt,$130.00,t,t
3867,Juan,2013-05-29,"Málaga, Spain",within an hour,100%,50%,f,Urbanizacion Añoreta,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$90.00,t,t
3868,Francisco,2020-05-25,"Málaga, Spain",within a few hours,100%,82%,t,Urbanizacion Añoreta,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire townhouse,Entire home/apt,$104.00,t,f
3869,Sonia,2023-06-15,"Málaga, Spain",within a few hours,100%,82%,f,Urbanizacion Añoreta,['phone'],t,t,"Málaga, Andalucía, Spain",Este,Entire home,Entire home/apt,$160.00,t,f
3870,Málaga De Vacaciones,2012-08-18,"Málaga, Spain",within an hour,97%,99%,f,Urbanizacion Añoreta,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$171.00,t,t
3871,Raúl,2022-11-12,"Málaga, Spain",within an hour,100%,100%,t,Urbanizacion Añoreta,['phone'],t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$111.00,t,t
3872,Goyo,2012-05-10,"Munich, Germany",within an hour,100%,100%,f,Urbanizacion Añoreta,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Churriana,Entire chalet,Entire home/apt,$112.00,t,t
3873,Rute,2024-06-21,"Munich, Germany",within an hour,100%,100%,f,Urbanizacion Añoreta,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Palma-Palmilla,Entire rental unit,Entire home/apt,$176.00,t,t
3874,Salles Málaga Centro,2019-07-08,"Munich, Germany",within an hour,67%,100%,f,Urbanizacion Añoreta,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Room in boutique hotel,Private room,$178.00,t,t
3875,Sharing,2021-04-15,"Munich, Germany",within an hour,98%,100%,f,Urbanizacion Añoreta,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$102.00,t,t
3876,Jose,2016-08-21,"Málaga, Spain",within an hour,100%,98%,t,Urbanizacion Añoreta,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$104.00,t,t
3877,Antonio,2016-01-18,"Arroyo de la Miel, Spain",within an hour,100%,99%,f,Urbanizacion Añoreta,['phone'],t,t,"Málaga centro, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$96.00,t,t
3878,Ori,2012-02-27,Spain,within a few hours,100%,85%,f,Urbanizacion Añoreta,"['email', 'phone']",t,t,"Málaga centro, Andalucía, Spain",Este,Private room in rental unit,Private room,$35.00,t,f
3879,Juliette,2012-04-08,"Málaga, Spain",within an hour,97%,49%,f,El Atabal,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Puerto de la Torre,Entire rental unit,Entire home/apt,$68.00,t,f
3880,Ricardo,2017-10-05,"Málaga, Spain",within an hour,97%,49%,f,El Atabal,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Teatinos-Universidad,Entire rental unit,Entire home/apt,$221.00,t,t
3881,Carolina,2015-09-11,"Madrid, Spain",within an hour,100%,100%,t,El Atabal,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Este,Entire villa,Entire home/apt,$986.00,t,f
3882,WonderStays,2017-04-19,"Málaga, Spain",within an hour,100%,100%,t,El Atabal,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$986.00,t,t
3883,Alberto,2022-05-05,"Málaga, Spain",within an hour,100%,94%,t,El Atabal,['phone'],t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$193.00,t,t
3884,Minerva,2014-08-07,"Andalusia, Spain",within an hour,90%,100%,t,El Atabal,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$164.00,t,t
3885,Paqui,2016-07-07,"Málaga, Spain",within an hour,90%,100%,f,El Atabal,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Teatinos-Universidad,Entire rental unit,Entire home/apt,$123.00,t,f
3886,Jeffrey,2015-12-11,"Málaga, Spain",within an hour,90%,100%,f,El Atabal,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Puerto de la Torre,Entire rental unit,Entire home/apt,$155.00,t,f
3887,Auxi,2017-07-12,"Málaga, Spain",within an hour,100%,100%,f,El Atabal,['phone'],t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$65.00,t,f
3888,Maria Dolores,2015-11-19,France,within an hour,100%,33%,f,El Atabal,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire condo,Entire home/apt,$169.00,t,f
3889,Alejandro,2016-01-30,"Málaga, Spain",within an hour,100%,100%,f,El Atabal,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire home,Entire home/apt,$849.00,t,t
3890,Jose Antoniop,2016-02-24,"Málaga, Spain",within an hour,100%,100%,t,El Atabal,"['email', 'phone']",t,t,"Málaga, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$69.00,t,f
3891,Antonia,2020-08-20,"Málaga, Spain",within an hour,100%,100%,t,El Atabal,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$131.00,t,f
3892,"Esther, Francisco & Sara",2013-01-28,"Andalusia, Spain",within an hour,100%,100%,f,El Atabal,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$128.00,t,t
3893,Rafael,2014-06-05,"Málaga, Spain",within an hour,97%,82%,f,El Atabal,"['email', 'phone']",t,t,"Málaga, Andalusia, Spain",Teatinos-Universidad,Entire rental unit,Entire home/apt,$221.00,t,f
3894,Juliette,2012-04-08,"Málaga, Spain",within an hour,97%,49%,f,El Atabal,"['email', 'phone']",t,t,"Málaga, Andalusia, Spain",Puerto de la Torre,Entire condo,Entire home/apt,$74.00,t,f
3895,Nacho,2013-10-31,"Andalusia, Spain",within an hour,100%,100%,t,El Atabal,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in condo,Private room,$46.00,t,t
3896,Adolfo,2023-10-24,"Andalusia, Spain",within an hour,100%,100%,f,El Atabal,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$160.00,t,t
3897,Idalina,2023-10-18,"Málaga, Spain",within an hour,100%,100%,t,El Atabal,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Bailen-Miraflores,Entire condo,Entire home/apt,$52.00,t,f
3898,Maria Del Carmen,2016-03-09,"Viterbo, Italy",within an hour,100%,100%,t,El Atabal,"['email', 'phone', 'work_email']",t,t,"Málaga, Spain",Centro,Entire rental unit,Entire home/apt,$114.00,t,f
3899,Home Club,2021-12-30,"Madrid, Spain",within a day,86%,48%,f,El Atabal,"['email', 'phone']",t,t,"Málaga, Spain",Centro,Entire rental unit,Entire home/apt,$74.00,t,f
3900,Bossh Hotels,2014-02-15,"Málaga, Spain",within an hour,88%,99%,f,El Atabal,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$96.00,t,t
3901,Juliette,2012-04-08,"Málaga, Spain",within an hour,97%,49%,f,El Atabal,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Puerto de la Torre,Entire rental unit,Entire home/apt,$73.00,t,f
3902,Pedro,2019-01-29,"Málaga, Spain",within an hour,97%,100%,f,El Atabal,['phone'],t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$149.00,t,t
3903,Francisco,2016-07-05,"Málaga, Spain",within a day,100%,5%,f,El Atabal,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$137.00,t,f
3904,Adolfo,2023-10-24,"Málaga, Spain",within a day,100%,100%,f,El Atabal,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire loft,Entire home/apt,$152.00,t,t
3905,Juliette,2012-04-08,"Málaga, Spain",within an hour,97%,49%,f,El Atabal,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Puerto de la Torre,Entire rental unit,Entire home/apt,$75.00,t,f
3906,Yolanda,2018-12-15,"Málaga, Spain",within an hour,97%,49%,f,El Atabal,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$243.00,t,f
3907,Adolfo,2019-03-12,"Málaga, Spain",within an hour,100%,100%,f,El Atabal,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$80.00,t,f
3908,Maria,2019-06-19,"Málaga, Spain",within an hour,100%,96%,t,El Atabal,['phone'],t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$93.00,t,f
3909,Maria Victoria,2018-10-24,"Málaga, Spain",within an hour,100%,98%,f,El Atabal,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Bailen-Miraflores,Entire rental unit,Entire home/apt,$63.00,t,f
3910,Enrique,2022-06-30,"Málaga, Spain",within an hour,96%,100%,f,Urbanización Villas de Costalita,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Palma-Palmilla,Entire rental unit,Entire home/apt,$198.00,t,t
3911,Soledad,2019-03-09,"Málaga, Spain",within an hour,100%,93%,f,Urbanización Villas de Costalita,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Bailen-Miraflores,Entire rental unit,Entire home/apt,$114.00,t,f
3912,I Loft Malaga,2016-06-27,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Villas de Costalita,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$215.00,t,t
3913,Carlos,2023-07-06,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Villas de Costalita,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$130.00,t,f
3914,Maria Jesus,2015-06-01,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Villas de Costalita,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$84.00,t,t
3915,Holidu,2019-08-14,"Madrid, Spain",within an hour,100%,100%,f,Urbanización Villas de Costalita,"['email', 'phone']",t,f,"Málaga, Andalucía, Spain",Puerto de la Torre,Entire home,Entire home/apt,$235.00,t,t
3916,R.U Sto Tomas,2014-06-11,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Villas de Costalita,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Teatinos-Universidad,Entire condo,Entire home/apt,$100.00,t,t
3917,Ruth,2022-04-11,"Málaga, Spain",within an hour,100%,97%,t,Urbanización Villas de Costalita,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in rental unit,Private room,$47.00,t,f
3918,Ruth,2022-04-11,"Málaga, Spain",within an hour,100%,97%,t,Urbanización Villas de Costalita,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in casa particular,Private room,$47.00,t,f
3919,FreshApartments,2018-09-10,"Málaga, Spain",within an hour,94%,100%,f,Urbanización Villas de Costalita,"['email', 'phone']",t,f,"Málaga, Andalucía, Spain",Centro,Entire serviced apartment,Entire home/apt,$232.00,t,t
